Region,State,Year,Population,Property crime rate,Violent Crime rate
West Region,Oregon,2003,3564330,4765.6,294.8
West Region,New Mexico,2003,1878562,4089.1,667.3
West Region,Nevada,2003,2242207,4287.2,616
West Region,Montana,2003,918157,3096.2,365
West Region,Idaho,2003,1367034,2929.1,245.9
West Region,Hawaii,2003,1248755,5274.6,272.3
West Region,Colorado,2003,4547633,3951.6,346.5
West Region,California,2003,35462712,3426.4,579.6
West Region,Arizona,2003,5579222,5634,513.3
West Region,Alaska,2003,648280,3761.6,598
South Region,West Virginia,2003,1811440,2339,255.4
South Region,Virginia,2003,7365284,2721.5,278.2
South Region,Texas,2003,22103374,4599.9,553.1
South Region,Tennessee,2003,5845208,4389.3,691.3
South Region,South Carolina,2003,4148744,4521.7,806.4
South Region,Oklahoma,2003,3506469,4312.3,506.4
South Region,North Carolina,2003,8421190,4270.9,454.1
South Region,Mississippi,2003,2882594,3707.3,323.9
South Region,Maryland,2003,5512310,3799.1,703.5
South Region,Louisiana,2003,4493665,4310.5,636.9
South Region,Kentucky,2003,4118189,2510.1,248.5
South Region,Georgia,2003,8676460,4259.7,454.5
South Region,Florida,2003,16999181,4457.3,731.1
South Region,Delaware,2003,818166,3415.3,675.3
South Region,Arkansas,2003,2727774,3632.4,456.4
South Region,Alabama,2003,4503726,4046.4,429.2
Northeast Region,Vermont,2003,619343,2228.7,114.2
Northeast Region,Rhode Island,2003,1076084,2995.2,285.7
Northeast Region,Pennsylvania,2003,12370761,2430.2,397.8
Northeast Region,New York,2003,19212425,2249,465.8
Northeast Region,New Jersey,2003,8642412,2549.6,364.3
Northeast Region,New Hampshire,2003,1288705,2052.9,150.3
Northeast Region,Massachusetts,2003,6420357,2562.8,473.1
Northeast Region,Maine,2003,1309205,2450.2,108.6
Northeast Region,Connecticut,2003,3486960,2666.5,316.8
Midwest Region,Wisconsin,2003,5474290,2880.4,221.1
Midwest Region,South Dakota,2003,764905,2003.4,173.7
Midwest Region,Ohio,2003,11437680,3650.1,333.9
Midwest Region,North Dakota,2003,633400,2109.9,80.2
Midwest Region,Nebraska,2003,1737475,3751.9,293.8
Midwest Region,Missouri,2003,5719204,4083.9,490.8
Midwest Region,Minnesota,2003,5064172,3113.3,262.9
Midwest Region,Michigan,2003,10082364,3278.6,511.3
Midwest Region,Kansas,2003,2724786,4010.4,397.5
Midwest Region,Iowa,2003,2941976,2976,277.9
Midwest Region,Indiana,2003,6199571,3355.7,352.3
Midwest Region,Illinois,2003,12649087,3287.9,556.4
West Region,Wyoming,2004,505887,3338.5,229.9
West Region,Washington,2004,6207046,4846.7,343.6
West Region,Utah,2004,2420708,4038.6,233.3
West Region,Oregon,2004,3591363,4635.4,298.6
West Region,New Mexico,2004,1903006,4198.4,687.4
West Region,Nevada,2004,2332898,4210,616.4
West Region,Montana,2004,926920,2936.1,293.8
West Region,Idaho,2004,1395140,2781,247.4
West Region,Hawaii,2004,1262124,4795.5,254.6
West Region,Colorado,2004,4601821,3918.5,372
West Region,California,2004,35842038,3423.9,527.8
West Region,Arizona,2004,5739879,5073.3,504.4
West Region,Alaska,2004,657755,3370.9,632.3
South Region,West Virginia,2004,1812548,2555.8,281.9
South Region,Virginia,2004,7481332,2678.2,275.5
South Region,Texas,2004,22471549,4497.7,540.9
South Region,Tennessee,2004,5893298,4326.8,697.6
South Region,South Carolina,2004,4197892,4536.9,789.9
South Region,Oklahoma,2004,3523546,4242.1,500.5
South Region,North Carolina,2004,8540468,4160.5,447.8
South Region,Mississippi,2004,2900768,3481.1,295.4
South Region,Maryland,2004,5561332,3640.7,700.6
South Region,Louisiana,2004,4506685,4419.1,640
South Region,Kentucky,2004,4141835,2540.2,245.1
South Region,Georgia,2004,8918129,4223.5,451
South Region,Florida,2004,17385430,4182.5,711.8
South Region,Delaware,2004,830069,3283.6,615
South Region,Arkansas,2004,2750000,4033.1,502.3
South Region,Alabama,2004,4525375,4029.3,427
Northeast Region,Vermont,2004,621233,2343.6,114.8
Northeast Region,Rhode Island,2004,1079916,2886,247.5
Northeast Region,Pennsylvania,2004,12394471,2417.3,411.5
Northeast Region,New York,2004,19280727,2192.5,440.4
Northeast Region,New Jersey,2004,8685166,2433,356.3
Northeast Region,New Hampshire,2004,1299169,2051.9,169.5
Northeast Region,Massachusetts,2004,6407382,2468.2,460.2
Northeast Region,Maine,2004,1314985,2413.7,103.7
Northeast Region,Connecticut,2004,3498966,2684.9,289
Midwest Region,Wisconsin,2004,5503533,2665.7,209.8
Midwest Region,South Dakota,2004,770621,1931.6,171.2
Midwest Region,Ohio,2004,11450143,3662.3,338.7
Midwest Region,North Dakota,2004,636308,1963.4,87.7
Midwest Region,Nebraska,2004,1747704,3519.6,308.6
Midwest Region,Missouri,2004,5759532,3900.1,490.1
Midwest Region,Minnesota,2004,5096546,3041.6,269.8
Midwest Region,Michigan,2004,10104206,3066.1,492.2
Midwest Region,Kansas,2004,2733697,4015.5,377.9
Midwest Region,Iowa,2004,2952904,2904.8,287.8
Midwest Region,Indiana,2004,6226537,3403.6,325.9
Midwest Region,Illinois,2004,12712016,3174.1,545.7
West Region,Wyoming,2005,508798,3158,230
West Region,Washington,2005,6291899,4890,346
West Region,Utah,2005,2490334,3837,225
West Region,Oregon,2005,3638871,4402,287
West Region,New Mexico,2005,1925985,4132,646
West Region,Nevada,2005,2412301,4246,608
West Region,Montana,2005,934737,3146,282
West Region,Idaho,2005,1429367,2697,257
West Region,Hawaii,2005,1273278,4800,256
West Region,Colorado,2005,4663295,4041,397
West Region,California,2005,36154147,3321,526
West Region,Arizona,2005,5953007,4827,512
West Region,Alaska,2005,663253,3615,632
South Region,West Virginia,2005,1814083,2633,274
South Region,Virginia,2005,7564327,2649,283
South Region,Texas,2005,22928508,4319,528
South Region,Tennessee,2005,5955745,4300,757
South Region,South Carolina,2005,4246933,4370,767
South Region,Oklahoma,2005,3543442,4047,509
South Region,North Carolina,2005,8672459,4080,469
South Region,Mississippi,2005,2908496,3274,280
South Region,Maryland,2005,5589599,3551,704
South Region,Louisiana,2005,4507331,3696,597
South Region,Kentucky,2005,4172608,2531,267
South Region,Georgia,2005,9132553,4145,446
South Region,Florida,2005,17768191,4013,709
South Region,Delaware,2005,841741,3118,633
South Region,Arkansas,2005,2775708,4068,528
South Region,Alabama,2005,4548327,3900,433
Northeast Region,Vermont,2005,622387,2370,126
Northeast Region,Rhode Island,2005,1073579,2728,252
Northeast Region,Pennsylvania,2005,12405348,2422,425
Northeast Region,New York,2005,19315721,2102,444
Northeast Region,New Jersey,2005,8703150,2337,355
Northeast Region,New Hampshire,2005,1306819,1839,135
Northeast Region,Massachusetts,2005,6433367,2358,461
Northeast Region,Maine,2005,1318220,2419,112
Northeast Region,Connecticut,2005,3500701,2579,273
Midwest Region,Wisconsin,2005,5527644,2669,242
Midwest Region,South Dakota,2005,774883,1767,179
Midwest Region,Ohio,2005,11470685,3668,350
Midwest Region,North Dakota,2005,634605,2025,111
Midwest Region,Nebraska,2005,1758163,3432,287
Midwest Region,Missouri,2005,5797703,3929,526
Midwest Region,Minnesota,2005,5126739,3088,297
Midwest Region,Michigan,2005,10100833,3098,554
Midwest Region,Kansas,2005,2748172,3806,389
Midwest Region,Iowa,2005,2965524,2845,293
Midwest Region,Indiana,2005,6266019,3460,324
Midwest Region,Illinois,2005,12765427,3092,552
West Region,Wyoming,2006,515004,2986.6,253.8
West Region,Washington,2006,6395798,4510.1,348.7
West Region,Utah,2006,2550063,3512.5,226.3
West Region,Oregon,2006,3700758,3725.1,284.6
West Region,New Mexico,2006,1954599,3888.3,654.7
West Region,Nevada,2006,2495529,4100.9,748.8
West Region,Montana,2006,944632,2856.8,377.3
West Region,Idaho,2006,1466465,2395.9,250
West Region,Hawaii,2006,1285498,4219.9,280.7
West Region,Colorado,2006,4753377,3438.4,395.4
West Region,California,2006,36457549,3181.7,533.5
West Region,Arizona,2006,6166318,4774.1,542.6
West Region,Alaska,2006,670053,3578.1,688
South Region,West Virginia,2006,1818470,2636.3,281.2
South Region,Virginia,2006,7642884,2489.3,283.7
South Region,Texas,2006,23507783,4083.1,517.3
South Region,Tennessee,2006,6038803,4137.6,762.5
South Region,South Carolina,2006,4321249,4274.5,771.1
South Region,Oklahoma,2006,3579212,3624.5,500.2
South Region,North Carolina,2006,8856505,4116.2,475.2
South Region,Mississippi,2006,2910540,3190.2,311.8
South Region,Maryland,2006,5615727,3481,678.6
South Region,Louisiana,2006,4287768,4080.8,721.2
South Region,Kentucky,2006,4206074,2601.7,270.1
South Region,Georgia,2006,9363941,3873.5,477.9
South Region,Florida,2006,18089888,3986.2,716.4
South Region,Delaware,2006,853476,3476.4,701
South Region,Arkansas,2006,2810872,3985.4,552.8
South Region,Alabama,2006,4599030,3941,425.2
Northeast Region,Vermont,2006,623908,2391.4,145.1
Northeast Region,Rhode Island,2006,1067610,2614.6,230.4
Northeast Region,Pennsylvania,2006,12440621,2448.3,442.3
Northeast Region,New York,2006,19306183,2064.5,435.2
Northeast Region,New Jersey,2006,8724560,2278.9,350.2
Northeast Region,New Hampshire,2006,1314895,1981.9,138.8
Northeast Region,Massachusetts,2006,6437193,2391.5,500.5
Northeast Region,Maine,2006,1321574,2546.8,116
Northeast Region,Connecticut,2006,3504809,2586.1,299.7
Midwest Region,Wisconsin,2006,5556506,2821,286.1
Midwest Region,South Dakota,2006,781919,1766.4,264.9
Midwest Region,Ohio,2006,11478006,3688.2,361.5
Midwest Region,North Dakota,2006,635867,2100.9,197.4
Midwest Region,Nebraska,2006,1768331,3359.7,293.9
Midwest Region,Missouri,2006,5842713,3834,545.9
Midwest Region,Minnesota,2006,5167101,3082.5,310.5
Midwest Region,Michigan,2006,10095643,3225.1,564.4
Midwest Region,Kansas,2006,2764075,3772,432.7
Midwest Region,Iowa,2006,2982085,2823.6,285.7
Midwest Region,Indiana,2006,6313520,3449.5,321.6
Midwest Region,Illinois,2006,12831970,3019.6,541.6
West Region,Wyoming,2007,522830,2879.1,257.1
West Region,Washington,2007,6468424,4047,336.5
West Region,Utah,2007,2645330,3518.7,239.9
West Region,Oregon,2007,3747455,3543,293.9
West Region,New Mexico,2007,1969915,3815.8,675.7
West Region,Nevada,2007,2565382,3785.7,754.9
West Region,Montana,2007,957861,2906.2,379.8
West Region,Idaho,2007,1499402,2275.8,256.2
West Region,Hawaii,2007,1283388,4119.3,276.1
West Region,Colorado,2007,4861515,2999.2,351.8
West Region,California,2007,36553215,3043.5,524.1
West Region,Arizona,2007,6338755,4532.6,518
West Region,Alaska,2007,683478,3379.2,661.3
South Region,West Virginia,2007,1812035,2517.6,276.8
South Region,Virginia,2007,7712091,2486.5,272.8
South Region,Texas,2007,23904380,4122.3,510.4
South Region,Tennessee,2007,6156719,4098.6,755
South Region,South Carolina,2007,4407709,4294.8,785.7
South Region,Oklahoma,2007,3617316,3558.3,504.1
South Region,North Carolina,2007,9061032,4082.2,466.1
South Region,Mississippi,2007,2918785,3113.9,291.3
South Region,Maryland,2007,5618344,3431.5,641.9
South Region,Louisiana,2007,4293204,4204.7,740.4
South Region,Kentucky,2007,4241474,2546,290.7
South Region,Georgia,2007,9544750,3889.6,491.5
South Region,Florida,2007,18251243,4088.8,722.6
South Region,Delaware,2007,864764,3378.5,705.4
South Region,Arkansas,2007,2834797,3955.5,537.1
South Region,Alabama,2007,4627851,3977.7,448.9
Northeast Region,Vermont,2007,621254,2366.5,129.1
Northeast Region,Rhode Island,2007,1057832,2606.8,229.1
Northeast Region,Pennsylvania,2007,12432792,2363.5,416.7
Northeast Region,New York,2007,19297729,1987.9,414.4
Northeast Region,New Jersey,2007,8685920,2214.4,328.6
Northeast Region,New Hampshire,2007,1315828,2005.9,144.1
Northeast Region,Massachusetts,2007,6449755,2399.2,441.7
Northeast Region,Maine,2007,1317207,2448.3,118.8
Northeast Region,Connecticut,2007,3502309,2470.6,301.1
Midwest Region,Wisconsin,2007,5601640,2843.9,291.5
Midwest Region,South Dakota,2007,796214,1736.8,241.9
Midwest Region,Ohio,2007,11466917,3468.1,355.4
Midwest Region,North Dakota,2007,639715,2000.3,209.9
Midwest Region,Nebraska,2007,1774571,3142.4,311.3
Midwest Region,Missouri,2007,5878415,3829.5,560.7
Midwest Region,Minnesota,2007,5197621,3044.8,289.6
Midwest Region,Michigan,2007,10071822,3063.5,533.8
Midwest Region,Kansas,2007,2775997,3709,458.6
Midwest Region,Iowa,2007,2988046,2648.3,300.2
Midwest Region,Indiana,2007,6345289,3370.8,335.8
Midwest Region,Illinois,2007,12852548,2935.8,533.2
West Region,Wyoming,2008,532668,2725,249.7
West Region,Washington,2008,6549224,3806.3,334.2
West Region,Utah,2008,2736424,3375.7,225.3
West Region,Oregon,2008,3790060,3302.6,261.4
West Region,New Mexico,2008,1984356,3815.7,653.5
West Region,Nevada,2008,2600167,3461.5,729.7
West Region,Montana,2008,967440,2718.5,311.4
West Region,Idaho,2008,1523816,2096.1,241.5
West Region,Hawaii,2008,1288198,3566.5,272.5
West Region,Colorado,2008,4939456,2821,353.9
West Region,California,2008,36756666,2941,504.2
West Region,Arizona,2008,6500180,4102.2,485.6
West Region,Alaska,2008,686293,2927.3,652.1
South Region,West Virginia,2008,1814468,2533.6,275.9
South Region,Virginia,2008,7769089,2532.2,257.8
South Region,Texas,2008,24326974,3986.8,508
South Region,Tennessee,2008,6214888,4040.1,722.7
South Region,South Carolina,2008,4479800,4240.1,731
South Region,Oklahoma,2008,3642361,3474,531.5
South Region,North Carolina,2008,9222414,4041.9,467.6
South Region,Mississippi,2008,2938618,2909.1,304.3
South Region,Maryland,2008,5633597,3517.6,628.2
South Region,Louisiana,2008,4410796,3880.9,671.4
South Region,Kentucky,2008,4269245,2681.8,297.2
South Region,Georgia,2008,9685744,4005,488.9
South Region,Florida,2008,18328340,4140.5,688.9
South Region,Delaware,2008,873092,3594.7,708.6
South Region,Arkansas,2008,2855390,3865,513
South Region,Alabama,2008,4661900,4084.5,452.8
Northeast Region,Vermont,2008,621270,2559.8,137.5
Northeast Region,Rhode Island,2008,1050788,2845,252.8
Northeast Region,Pennsylvania,2008,12448279,2412.3,410
Northeast Region,New York,2008,19490297,1993.8,397.9
Northeast Region,New Jersey,2008,8682661,2293.4,326.5
Northeast Region,New Hampshire,2008,1315809,2157.4,156.1
Northeast Region,Massachusetts,2008,6497967,2399.5,463.8
Northeast Region,Maine,2008,1316456,2463.7,119.4
Northeast Region,Connecticut,2008,3501252,2490.8,306.7
Midwest Region,Wisconsin,2008,5627967,2762.2,275.5
Midwest Region,South Dakota,2008,804194,1724.3,276.9
Midwest Region,Ohio,2008,11485910,3410,352
Midwest Region,North Dakota,2008,641481,2031.1,224.6
Midwest Region,Nebraska,2008,1783432,2879.3,312.3
Midwest Region,Missouri,2008,5911605,3662.7,502.4
Midwest Region,Minnesota,2008,5220393,2864.1,265.4
Midwest Region,Michigan,2008,10003422,2950,514.9
Midwest Region,Kansas,2008,2802134,3386.1,412.3
Midwest Region,Iowa,2008,3002555,2440.4,288.1
Midwest Region,Indiana,2008,6376792,3350.3,337.6
Midwest Region,Illinois,2008,12901563,2932.6,525.4
West Region,Wyoming,2009,544270,2616.9,219.7
West Region,Washington,2009,6664195,3679.6,336.3
West Region,Utah,2009,2784572,3295,215.4
West Region,Oregon,2009,3825657,3000.3,260.6
West Region,New Mexico,2009,2009671,3714,632.4
West Region,Nevada,2009,2643085,3063.7,705.2
West Region,Montana,2009,974989,2546.3,287
West Region,Idaho,2009,1545801,2019.7,246.2
West Region,Hawaii,2009,1295178,3668.7,274.1
West Region,Colorado,2009,5024748,2670.7,338.8
West Region,California,2009,36961664,2731,473.3
West Region,Arizona,2009,6595778,3589,426.5
West Region,Alaska,2009,698473,2940.4,633.4
South Region,West Virginia,2009,1819777,2539.6,305.2
South Region,Virginia,2009,7882590,2461.4,230.8
South Region,Texas,2009,24782302,4015.3,491
South Region,Tennessee,2009,6296254,3766.6,666
South Region,South Carolina,2009,4561242,3909.2,675.2
South Region,Oklahoma,2009,3687050,3589.6,503.4
South Region,North Carolina,2009,9380884,3663.9,404.5
South Region,Mississippi,2009,2951996,2958.2,286.3
South Region,Maryland,2009,5699478,3198.5,590
South Region,Louisiana,2009,4492076,3842.7,642.9
South Region,Kentucky,2009,4314113,2524.6,255
South Region,Georgia,2009,9829211,3672.6,428
South Region,Florida,2009,18537969,3840.8,612.5
South Region,Delaware,2009,885122,3353.8,645.4
South Region,Arkansas,2009,2889450,3775,515.8
South Region,Alabama,2009,4708708,3780.4,450.1
Northeast Region,Vermont,2009,621760,2414.1,134.6
Northeast Region,Rhode Island,2009,1053209,2616.6,254.3
Northeast Region,Pennsylvania,2009,12604767,2199,382.3
Northeast Region,New York,2009,19541453,1932,384.4
Northeast Region,New Jersey,2009,8707739,2075.8,311.4
Northeast Region,New Hampshire,2009,1324575,2173.5,160.4
Northeast Region,Massachusetts,2009,6593587,2323.1,462.6
Northeast Region,Maine,2009,1318301,2405.1,119.9
Northeast Region,Connecticut,2009,3518288,2348.4,300.9
Midwest Region,Wisconsin,2009,5654774,2611.8,259.1
Midwest Region,South Dakota,2009,812383,1769.9,218.7
Midwest Region,Ohio,2009,11542645,3261.3,331.9
Midwest Region,North Dakota,2009,646844,1980.8,266.4
Midwest Region,Nebraska,2009,1796619,2768,289.4
Midwest Region,Missouri,2009,5987580,3370,492.9
Midwest Region,Minnesota,2009,5266214,2644.9,244.5
Midwest Region,Michigan,2009,9969727,2848.8,499.8
Midwest Region,Kansas,2009,2818747,3225.9,406.6
Midwest Region,Iowa,2009,3007856,2329.9,282.1
Midwest Region,Indiana,2009,6423113,3112.3,334
Midwest Region,Illinois,2009,12910409,2736.9,497.2
West Region,Wyoming,2010,564554,2456.6,197.9
West Region,Washington,2010,6742950,3699.1,313.5
West Region,Utah,2010,2775479,3182,213.5
West Region,Oregon,2010,3838332,3039.3,251.4
West Region,New Mexico,2010,2065913,3425.9,588
West Region,Nevada,2010,2704283,2773.5,663
West Region,Montana,2010,990958,2564.1,275.8
West Region,Idaho,2010,1571102,2000.9,220.5
West Region,Hawaii,2010,1363359,3349.6,264.3
West Region,Colorado,2010,5047692,2674.5,323.7
West Region,California,2010,37338198,2629.9,439.6
West Region,Arizona,2010,6413158,3536.5,413.6
West Region,Alaska,2010,714146,2836.8,635.3
South Region,West Virginia,2010,1854368,2227.2,301.2
South Region,Virginia,2010,8023953,2335.5,214.2
South Region,Texas,2010,25253466,3766.8,448.4
South Region,Tennessee,2010,6357436,3662.7,612
South Region,South Carolina,2010,4637106,3905.4,602.2
South Region,Oklahoma,2010,3760184,3443,481.4
South Region,North Carolina,2010,9560234,3443.5,362.7
South Region,Mississippi,2010,2970072,2983,269.3
South Region,Maryland,2010,5785681,2995.5,546.3
South Region,Louisiana,2010,4545343,3644.8,555.3
South Region,Kentucky,2010,4347223,2557.3,243.9
South Region,Georgia,2010,9712157,3639.2,402.3
South Region,Florida,2010,18838613,3551.4,541.3
South Region,Delaware,2010,899792,3453.9,623.3
South Region,Arkansas,2010,2921588,3553.5,503.5
South Region,Alabama,2010,4785401,3528,383.7
Northeast Region,Vermont,2010,625909,2262.3,131
Northeast Region,Rhode Island,2010,1052528,2561.4,257.4
Northeast Region,Pennsylvania,2010,12717722,2173.1,366.5
Northeast Region,New York,2010,19395206,1957.8,394.4
Northeast Region,New Jersey,2010,8799593,2080.1,307.5
Northeast Region,New Hampshire,2010,1316807,2219.8,167.4
Northeast Region,Massachusetts,2010,6555466,2356.8,468.9
Northeast Region,Maine,2010,1327379,2478.6,122.1
Northeast Region,Connecticut,2010,3575498,2188.8,282
Midwest Region,Wisconsin,2010,5691659,2508.6,248.9
Midwest Region,South Dakota,2010,816598,1859.9,268.9
Midwest Region,Ohio,2010,11537968,3266.1,314.7
Midwest Region,North Dakota,2010,674629,1780.2,229.5
Midwest Region,Nebraska,2010,1830141,2667.9,278.3
Midwest Region,Missouri,2010,5995715,3350,457.7
Midwest Region,Minnesota,2010,5310658,2569,235.7
Midwest Region,Michigan,2010,9877143,2748.8,493
Midwest Region,Kansas,2010,2859143,3116.6,370.8
Midwest Region,Iowa,2010,3050202,2253.6,268.5
Midwest Region,Indiana,2010,6490622,3070.2,323.3
Midwest Region,Illinois,2010,12841980,2718.1,444.9
West Region,Wyoming,2011,567356,2269.8,219.4
West Region,Washington,2011,6823267,3579.1,295.3
West Region,Utah,2011,2814347,2987.7,197.1
West Region,Oregon,2011,3868229,3150.5,249.3
West Region,New Mexico,2011,2078674,3538.3,572.7
West Region,Nevada,2011,2720028,2576.3,568.1
West Region,Montana,2011,997667,2394.1,276.1
West Region,Idaho,2011,1583744,2075.8,202.2
West Region,Hawaii,2011,1378129,3183.6,251.4
West Region,Colorado,2011,5116302,2595.3,314.4
West Region,California,2011,37683933,2584.2,411.2
West Region,Arizona,2011,6467315,3554.7,414.2
West Region,Alaska,2011,723860,2637.8,610.1
South Region,West Virginia,2011,1854908,2103,296.3
South Region,Virginia,2011,8104384,2256.8,197.6
South Region,Texas,2011,25631778,3483.2,408.6
South Region,Tennessee,2011,6399787,3607.9,607.8
South Region,South Carolina,2011,4673348,3921,596.9
South Region,Oklahoma,2011,3784163,3372.4,457.5
South Region,North Carolina,2011,9651103,3500.2,346.3
South Region,Mississippi,2011,2977457,3016.3,269
South Region,Maryland,2011,5839572,2857.2,493.5
South Region,Louisiana,2011,4574766,3683.9,554.6
South Region,Kentucky,2011,4366814,2725.9,239.6
South Region,Georgia,2011,9812460,3640.6,374.6
South Region,Florida,2011,19082262,3517.4,514.6
South Region,Delaware,2011,908137,3431.5,566.4
South Region,Arkansas,2011,2938582,3757.9,482.3
South Region,Alabama,2011,4803689,3605.4,419.8
Northeast Region,Vermont,2011,626592,2407.6,147.6
Northeast Region,Rhode Island,2011,1050646,2662.7,246.1
Northeast Region,Pennsylvania,2011,12743948,2224.1,362.4
Northeast Region,New York,2011,19501616,1906.7,397.2
Northeast Region,New Jersey,2011,8834773,2147.4,307.9
Northeast Region,New Hampshire,2011,1317807,2485.6,217.3
Northeast Region,Massachusetts,2011,6607003,2252.6,427.3
Northeast Region,Maine,2011,1328544,2546.3,123.3
Northeast Region,Connecticut,2011,3586717,2152.5,275.7
Midwest Region,Wisconsin,2011,5709843,2450.4,249.9
Midwest Region,South Dakota,2011,823593,1857.6,255.6
Midwest Region,Ohio,2011,11541007,3297.6,305.2
Midwest Region,North Dakota,2011,684740,1947.3,248.1
Midwest Region,Nebraska,2011,1842234,2762.6,253.6
Midwest Region,Missouri,2011,6008984,3313.1,447.5
Midwest Region,Minnesota,2011,5347299,2546.8,230.5
Midwest Region,Michigan,2011,9876801,2544.6,442.8
Midwest Region,Kansas,2011,2870386,3088.6,355.7
Midwest Region,Iowa,2011,3064097,2351.2,257.3
Midwest Region,Indiana,2011,6516353,3161.5,331.8
Midwest Region,Illinois,2011,12859752,2678.7,424
West Region,Wyoming,2012,576626,2293,201.3
West Region,Washington,2012,6895318,3689.1,298.1
West Region,Utah,2012,2854871,3022.3,208
West Region,Oregon,2012,3899801,3241.6,247.1
West Region,New Mexico,2012,2083540,3604.2,559.6
West Region,Nevada,2012,2754354,2814.1,608.6
West Region,Montana,2012,1005494,2595.9,278.8
West Region,Idaho,2012,1595590,1994.6,209.8
West Region,Hawaii,2012,1390090,3123.5,243
West Region,Colorado,2012,5189458,2685.3,307.4
West Region,California,2012,37999878,2761.8,423.5
West Region,Arizona,2012,6551149,3536.8,428.6
West Region,Alaska,2012,730307,2743.6,604.1
South Region,West Virginia,2012,1856680,2396.8,320.1
South Region,Virginia,2012,8186628,2179.6,191.5
South Region,Texas,2012,26060796,3363.1,408.6
South Region,Tennessee,2012,6454914,3376.1,638.5
South Region,South Carolina,2012,4723417,3833,560.5
South Region,Oklahoma,2012,3815780,3432.3,474.4
South Region,North Carolina,2012,9748364,3370.8,353.5
South Region,Mississippi,2012,2986450,2810.5,260.1
South Region,Maryland,2012,5884868,2758.1,477.3
South Region,Louisiana,2012,4602134,3534.7,496.3
South Region,Kentucky,2012,4379730,2575.5,224.9
South Region,Georgia,2012,9915646,3423.6,380
South Region,Florida,2012,19320749,3276.2,487
South Region,Delaware,2012,917053,3348.4,550.5
South Region,Arkansas,2012,2949828,3708.3,469.6
South Region,Alabama,2012,4817528,3505.5,450.3
Northeast Region,Vermont,2012,625953,2500.7,142.3
Northeast Region,Rhode Island,2012,1050304,2574.4,253
Northeast Region,Pennsylvania,2012,12764475,2166.7,355.5
Northeast Region,New York,2012,19576125,1917,406.3
Northeast Region,New Jersey,2012,8867749,2046.5,290.1
Northeast Region,New Hampshire,2012,1321617,2426.9,215
Northeast Region,Massachusetts,2012,6645303,2156.8,407
Northeast Region,Maine,2012,1328501,2514,122.4
Northeast Region,Connecticut,2012,3591765,2148.5,283.5
Midwest Region,Wisconsin,2012,5724554,2459.2,283.9
Midwest Region,South Dakota,2012,834047,2077.3,323.8
Midwest Region,Ohio,2012,11553031,3206.4,301.5
Midwest Region,North Dakota,2012,701345,2038.5,245.7
Midwest Region,Nebraska,2012,1855350,2759.7,258.8
Midwest Region,Missouri,2012,6024522,3316.7,451.3
Midwest Region,Minnesota,2012,5379646,2568.1,230.9
Midwest Region,Michigan,2012,9882519,2522.1,455
Midwest Region,Kansas,2012,2885398,3156.1,356.7
Midwest Region,Iowa,2012,3075039,2288,265.6
Midwest Region,Indiana,2012,6537782,3028.5,344.8
Midwest Region,Illinois,2012,12868192,2585.5,416.2
West Region,Wyoming,2013,583223,2196.2,207.8
West Region,Washington,2013,6973742,3715.9,290
West Region,Utah,2013,2902787,3043.1,228.9
West Region,Oregon,2013,3928068,3184.3,242.8
West Region,New Mexico,2013,2086895,3783.5,622.5
West Region,Nevada,2013,2791494,2836.4,605
West Region,Montana,2013,1014864,2581.1,288.1
West Region,Idaho,2013,1612843,1874.3,215.2
West Region,Hawaii,2013,1408987,3212.7,254.4
West Region,Colorado,2013,5272086,2655,305.4
West Region,California,2013,38431393,2651.2,402.6
West Region,Arizona,2013,6634997,3365.4,415.6
West Region,Alaska,2013,737259,2877,638.7
South Region,West Virginia,2013,1853595,2154.1,305.2
South Region,Virginia,2013,8270345,2074.4,197.8
South Region,Texas,2013,26505637,3253.2,410.3
South Region,Tennessee,2013,6497269,3196.5,585.8
South Region,South Carolina,2013,4771929,3630.8,508.5
South Region,Oklahoma,2013,3853118,3280.9,446.1
South Region,North Carolina,2013,9848917,3103.2,341
South Region,Mississippi,2013,2992206,2725.3,277.5
South Region,Maryland,2013,5938737,2659.1,475.4
South Region,Louisiana,2013,4629284,3578.9,521.2
South Region,Kentucky,2013,4399583,2374,210.9
South Region,Georgia,2013,9994759,3399.9,375.4
South Region,Florida,2013,19600311,3097.8,469.3
South Region,Delaware,2013,925240,3134.4,500.7
South Region,Arkansas,2013,2958765,3598.7,463.2
South Region,Alabama,2013,4833996,3347.9,431
Northeast Region,Vermont,2013,626855,2214.5,123.6
Northeast Region,Rhode Island,2013,1053354,2443.7,257.3
Northeast Region,Pennsylvania,2013,12781296,2059.1,335.1
Northeast Region,New York,2013,19695680,1820.7,393.8
Northeast Region,New Jersey,2013,8911502,1881.1,288.9
Northeast Region,New Hampshire,2013,1322616,2213.6,223.2
Northeast Region,Massachusetts,2013,6708874,2046.2,406.4
Northeast Region,Maine,2013,1328702,2292,132.5
Northeast Region,Connecticut,2013,3599341,1980.2,262.2
Midwest Region,Wisconsin,2013,5742953,2188.7,280.7
Midwest Region,South Dakota,2013,845510,1924.8,323.2
Midwest Region,Ohio,2013,11572005,2924.4,291.4
Midwest Region,North Dakota,2013,723857,2121.4,273.4
Midwest Region,Nebraska,2013,1868969,2632.3,264.8
Midwest Region,Missouri,2013,6044917,3137.4,433.7
Midwest Region,Minnesota,2013,5422060,2419.6,234.4
